df_name cpgi.pst cpgi_promoter.pst cpgi_intergenic.pst cpgi_intron.pst cpgi_exon.pst cpgi_TTS.pst opensea.pst opensea_promoter.pst opensea_intron.pst opensea_intergenic.pst opensea_exon.pst opensea_TTS.pst shore.pst shore_promoter.pst shore_intron.pst shore_intergenic.pst shore_exon.pst shore_TTS.pst
gutturalis.vs.tytleri.vs.fst.joined.gutturalis.vs.tytleri.pst 0.0800973123366202 -0.00953141650238636 0.0509343127711928 0.140379387981667 0.0274070940571826 -0.0138898645331255 0.0520099128219632 0.323018622014083 0.0528289097666839 0.0417383862971875 0.0318849352765325 0.026324213694291 0.0565925938552684 0.0801531222816865 0.0644759043104979 0.0575682786527274 0.0289907634780092 -0.0364656950488222
gutturalis.vs.rustica.eu.vs.fst.joined.gutturalis.vs.rustica.eu.pst 0.0338558391588468 0.0266819803233491 0.0475499089583079 0.0368521048027375 0.00299728383711483 -0.00647765621072722 0.060313121906069 0.0495180808707184 0.0459126369635211 0.0685750877583662 0.0245719381830142 0.106007034334168 0.038704635328804 0.0475429001869168 0.0353319554784853 0.0481962814188365 0.00844842426114684 0.00033777390323619
erythrogaster.vs.rustica.eu.vs.fst.joined.erythrogaster.vs.rustica.eu.pst 0.0348305335298517 0.0070934541016315 0.0447339119192964 0.0255235359127626 0.0198025376411103 -0.00148815695018987 0.046364757754202 0.07049154927905 0.0654434600432354 0.0539693983192335 -0.0048441999373975 0.00227255085179209 0.0540095363551302 0.0638915246407484 0.0932542723863689 0.0279761107418324 0.0275204018377973 0.00171748187083361
rustica.eu.vs.savignii.vs.fst.joined.rustica.eu.vs.savignii.pst 0.0396983609959973 0.0166062299561383 0.0823810067990648 0.0488370785185447 0.00110725443608425 -0.0267925745885831 0.039417439652655 -0.138899556329943 0.0892257420726487 0.0415297473909101 0.0141682464656223 0.0996284113803774 0.0298240699749498 0.0297480843750672 0.054882587225297 0.021977078189602 0.0171497267598051 -0.0359502864755942
rustica.eu.vs.transitiva.vs.fst.joined.rustica.eu.vs.transitiva.pst 0.0296666771084997 0.162591701442252 0.017823946664986 -0.0107132112216572 0.0293061771870922 -0.0204878044221104 0.0171967512683822 0.00801542369717565 0.00802215295245994 0.0333885492536846 -0.0396464566839149 -0.00386007078158249 0.0310735397896176 0.0138994939199544 0.0310994776948361 0.00900698897947831 0.0618079372670523 0.0555039634634003
rustica.eu.vs.rustica.r.vs.fst.joined.rustica.eu.vs.rustica.r.pst 0.0136015897363862 0.00448390075167301 0.0114762850242743 0.0269946080913636 0.0282895250263 -0.0175302285821259 0.025166587659552 0.202740027044381 0.0606363337095149 0.0315925333165686 -0.0346452932348467 0.102662532879479 0.026919656526895 -0.0335959322743197 0.0249311505887477 0.0446003641889036 0.0113882940413787 -0.00334218332116244
erythrogaster.vs.gutturalis.vs.fst.joined.erythrogaster.vs.gutturalis.pst 0.0184324622615841 0.0107765771885418 0.0351337335598326 0.0215308151373164 0.0180853388812394 -0.0668181845836023 0.0375587649074833 0.186715635552595 0.0398024997003458 0.0558298173508759 -0.0328822866044488 -0.013501035006745 0.00647802973985673 0.0186627074205056 0.0108796245277098 0.0306820073728034 -0.0230784915696506 -0.0174679530926438
gutturalis.vs.savignii.vs.fst.joined.gutturalis.vs.savignii.pst 0.0394715999353608 0.0323720639922596 0.0334098983036404 0.06375810712257 0.0271437987208718 0.01670826813778 0.0495434581966841 -0.0243317717911865 0.0400959015721675 0.0468299896587209 0.0312000000974652 0.16123021777141 0.034270612682348 0.0751618100773205 0.0196811487395447 0.0391758868049567 -0.00894849410997606 0.0283984214323991
gutturalis.vs.transitiva.vs.fst.joined.gutturalis.vs.transitiva.pst 0.0460799911901736 0.101840060050475 0.0446356032236733 0.0201595914584732 0.0390113778848988 0.0338160277616494 0.0425196031086644 0.155678723585238 0.0483466855622249 0.0193835847975408 0.00872118900071077 0.0509802208015165 0.0130601804134245 0.0502431910116356 -0.00288316167487972 0.0172970556984597 0.0136392981719534 -0.0109268461121787
gutturalis.vs.rustica.r.vs.fst.joined.gutturalis.vs.rustica.r.pst 0.0558389335994003 0.0593169503749081 0.0436576684666841 0.0588117378968112 0.0469177249648412 0.0272035970723343 0.0501488337047193 0.12202288618342 0.0397489894395495 0.039935827824639 0.0116830953375069 0.174987848355417 0.0454449058747492 0.0744566256403845 0.0378158577508815 0.0509570732969695 -0.00359175686125469 0.0263809797358482
rustica.eu.vs.tytleri.vs.fst.joined.rustica.eu.vs.tytleri.pst 0.0237749356855057 0.00997137762689857 0.0252911009376508 0.0337569427166326 0.0736313951778169 0.0543661529317208 0.0554869633560977 -0.0384412816110539 0.0544852235565854 0.0757573136941108 0.0124456367158016 -0.0247398387093913 0.0369289847695552 0.0457734462394881 0.0406631307265409 0.0292005141989743 0.0201941649702042 0.101365092271751
