Sample	aligned_reads	ambig_reads	discarded_reads	meth_chg	meth_chh	meth_cpg	no_alignments	percent_aligned	percent_chg_meth	percent_chh_meth	percent_cpg_meth	strand_ctob	strand_ctot	strand_directional	strand_ob	strand_ot	total_c	total_reads	unmeth_chg	unmeth_chh	unmeth_cpg
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1	19128639.0	3344663.0	522.0	2432147.0	3534050.0	98779315.0	5537943.0	68.28914244975545	0.7	0.5	38.4	0.0	0.0	directional	9618114.0	9510003.0	1342895651.0	28011245.0	370558008.0	708942134.0	158649997.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1	19507086.0	3554260.0	620.0	2469798.0	3381641.0	97492111.0	5834294.0	67.50875218545082	0.6	0.5	37.3	0.0	0.0	directional	9788446.0	9718020.0	1356592351.0	28895640.0	379450679.0	709710568.0	164087554.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1	13651125.0	2369212.0	307.0	1631642.0	2436969.0	67174169.0	3388678.0	70.33394018192062	0.6	0.5	37.0	0.0	0.0	directional	6859603.0	6791215.0	967228498.0	19409015.0	266282530.0	515148945.0	114554243.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1	16865840.0	3013083.0	453.0	2035195.0	2893249.0	79067992.0	4798251.0	68.34591351505647	0.6	0.5	34.7	0.0	0.0	directional	8444176.0	8421211.0	1175047083.0	24677174.0	326377090.0	615614872.0	149058685.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1	14547026.0	2573588.0	407.0	1848207.0	2656703.0	70769495.0	3933554.0	69.0933310686986	0.7	0.5	36.1	0.0	0.0	directional	7311895.0	7234724.0	1015461145.0	21054168.0	280285236.0	534531752.0	125369752.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1	17515680.0	3103914.0	395.0	2282405.0	3348158.0	88526850.0	4705108.0	69.16440714682447	0.7	0.5	37.6	0.0	0.0	directional	8808627.0	8706658.0	1228139853.0	25324702.0	340724923.0	646153388.0	147104129.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1	13227897.0	2562977.0	324.0	1635142.0	2413534.0	66360724.0	3650514.0	68.03987966291297	0.6	0.5	37.8	0.0	0.0	directional	6644618.0	6582955.0	933357495.0	19441388.0	257093130.0	496817546.0	109037419.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1	12162019.0	2045371.0	283.0	1492978.0	2182912.0	58962339.0	3296340.0	69.4824417424172	0.6	0.5	36.0	0.0	0.0	directional	6103692.0	6058044.0	864149950.0	17503730.0	238996774.0	457788114.0	104726833.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a_val_1	13704756.0	2378931.0	381.0	1678879.0	2449265.0	65553493.0	3422785.0	70.25748172196387	0.6	0.5	35.8	0.0	0.0	directional	6888942.0	6815433.0	964746753.0	19506472.0	265734414.0	511973033.0	117357669.0
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b_val_1	14389062.0	2490372.0	329.0	1793133.0	2600257.0	69401162.0	4020400.0	68.84773343175836	0.6	0.5	36.5	0.0	0.0	directional	7206455.0	7182278.0	1000594365.0	20899834.0	276911556.0	529101800.0	120786457.0
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f_val_1	15248075.0	2618295.0	332.0	1969301.0	2840124.0	76437488.0	3479686.0	71.43275085570842	0.7	0.5	37.2	0.0	0.0	directional	7671173.0	7576570.0	1084087536.0	21346056.0	299939234.0	573840666.0	129060723.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3_val_1	14192010.0	2550686.0	372.0	1736583.0	2565411.0	70503943.0	3954275.0	68.57046859658837	0.6	0.5	37.6	0.0	0.0	directional	7140046.0	7051592.0	1000896505.0	20696971.0	275488883.0	533483591.0	117118094.0
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94_val_1	24640389.0	4207002.0	655.0	3143082.0	4641147.0	122671190.0	6131993.0	70.44260413505282	0.6	0.5	37.1	0.0	0.0	directional	12378564.0	12261170.0	1741034836.0	34979384.0	482906147.0	919304686.0	208368584.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6_val_1	2199244.0	381664.0	53.0	261299.0	384676.0	10532850.0	587630.0	69.40879358240298	0.6	0.5	35.2	0.0	0.0	directional	1102959.0	1096232.0	154540092.0	3168538.0	42689670.0	81284041.0	19387556.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957_val_1	12735245.0	2277086.0	396.0	1538465.0	2274545.0	60655685.0	3524757.0	68.7014325011566	0.6	0.5	35.4	0.0	0.0	directional	6395057.0	6339792.0	898264099.0	18537088.0	247663944.0	475287180.0	110844280.0
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f_val_1	14962076.0	2783668.0	409.0	1989454.0	2809238.0	77729415.0	3765925.0	69.5533015127743	0.7	0.5	38.3	0.0	0.0	directional	7524902.0	7436765.0	1050866569.0	21511669.0	290665333.0	552381356.0	125291773.0
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee_val_1	14779306.0	2915309.0	333.0	1999109.0	2721871.0	78045371.0	4347855.0	67.04922814911396	0.7	0.5	38.2	0.0	0.0	directional	7455206.0	7323767.0	1015151901.0	22042470.0	281639497.0	524478948.0	126267105.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f_val_1	14480251.0	2782721.0	481.0	1719548.0	2568037.0	70944666.0	4274620.0	67.23245105580978	0.6	0.5	36.7	0.0	0.0	directional	7261275.0	7218495.0	1016129298.0	21537592.0	279883411.0	538499566.0	122514070.0
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e_val_1	14922146.0	2726322.0	262.0	1929664.0	2769475.0	73041530.0	3627985.0	70.13455673274112	0.7	0.5	36.0	0.0	0.0	directional	7503771.0	7418113.0	1045632076.0	21276453.0	289554813.0	548327553.0	130009041.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f_val_1	15584929.0	2795555.0	405.0	1862243.0	2707317.0	75372504.0	4412826.0	68.37501442309168	0.6	0.5	36.1	0.0	0.0	directional	7837115.0	7747409.0	1103575699.0	22793310.0	304479930.0	585532002.0	133621703.0
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77_val_1	16214870.0	3227312.0	476.0	2068082.0	2852791.0	85308843.0	5353198.0	65.39472272657245	0.7	0.5	39.1	0.0	0.0	directional	8126786.0	8087608.0	1129775969.0	24795380.0	313770107.0	592658848.0	133117298.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082_val_1	12240334.0	2156371.0	264.0	1528567.0	2237792.0	61785223.0	3723856.0	67.5494207933187	0.6	0.5	37.6	0.0	0.0	directional	6147520.0	6092550.0	856389887.0	18120561.0	236780088.0	451681521.0	102376696.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503_val_1	2499167.0	434417.0	77.0	307802.0	456113.0	11710691.0	668240.0	69.38614990626971	0.6	0.5	35.3	0.0	0.0	directional	1254771.0	1244319.0	176256694.0	3601824.0	48556651.0	93751446.0	21473991.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075_val_1	11323283.0	1953976.0	282.0	1443326.0	2136422.0	57315882.0	3289583.0	68.34907340819693	0.7	0.5	37.6	0.0	0.0	directional	5680391.0	5642610.0	797102805.0	16566842.0	220552067.0	420502927.0	95152181.0
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171_val_1	15365592.0	2683556.0	490.0	1942410.0	2888007.0	73458059.0	4278570.0	68.81846142986937	0.6	0.5	35.4	0.0	0.0	directional	7723490.0	7641612.0	1090583057.0	22327718.0	300508592.0	577812659.0	133973330.0
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f_val_1	14299614.0	2502471.0	383.0	1818004.0	2653166.0	69523751.0	3842949.0	69.26418236947443	0.6	0.5	36.1	0.0	0.0	directional	7195636.0	7103595.0	1016975149.0	20645034.0	281119150.0	538869117.0	122991961.0
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d_val_1	20852281.0	3875537.0	570.0	2567635.0	3765953.0	101417220.0	6076718.0	67.69224181789332	0.6	0.5	36.1	0.0	0.0	directional	10491204.0	10360507.0	1459752068.0	30804536.0	402472211.0	770034436.0	179494613.0
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014_val_1	15776778.0	2993029.0	364.0	2126102.0	3012101.0	84099716.0	4276297.0	68.45746248476532	0.7	0.5	39.2	0.0	0.0	directional	7945915.0	7830499.0	1106805385.0	23046104.0	307008840.0	579892377.0	130666249.0
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5_val_1	15469712.0	2884385.0	408.0	1980394.0	2821326.0	78969219.0	4528177.0	67.60565842363394	0.7	0.5	37.6	0.0	0.0	directional	7783723.0	7685581.0	1080976964.0	22882274.0	299571066.0	566819165.0	130815794.0
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d_val_1	11678165.0	2254019.0	292.0	1462469.0	2142082.0	57274946.0	2978785.0	69.05674654125379	0.6	0.5	36.4	0.0	0.0	directional	5871290.0	5806583.0	818333638.0	16910969.0	225133449.0	432185277.0	100135415.0
RU_13_R_VN96118_BL_ADL_F__SRR17643093__R1__4bebe8f37d9d7296f6d837d176e69705_val_1	16243068.0	3027198.0	492.0	2131638.0	3073375.0	82391345.0	4625850.0	67.97367404811727	0.7	0.5	37.6	0.0	0.0	directional	8165429.0	8077147.0	1136582199.0	23896116.0	313505600.0	598618284.0	136861957.0
RU_13_R_VN96122_BL_ADL_F__SRR17643091__R1__a7746ed7407290ba77d789ab4553779e_val_1	14849436.0	2743835.0	377.0	1965258.0	2820749.0	76361190.0	3502794.0	70.38960109385329	0.7	0.5	38.3	0.0	0.0	directional	7454345.0	7394714.0	1047522624.0	21096065.0	289044352.0	554388878.0	122942197.0
RU_13_R_VN96123_BL_ADL_M__SRR17643090__R1__90a2a5d1e60680c4eaf23a92d4e85ed2_val_1	13640486.0	2361354.0	434.0	1758724.0	2454625.0	66345523.0	3781571.0	68.94911094957286	0.7	0.5	36.0	0.0	0.0	directional	6845961.0	6794091.0	945638797.0	19783411.0	262954106.0	494337653.0	117788166.0
RU_13_R_VN96124_BL_ADL_F__SRR17643089__R1__e35d40950417797f7d247d39e61d66cc_val_1	12721787.0	2408927.0	458.0	1734016.0	2688944.0	65360669.0	4105882.0	66.13325455293649	0.7	0.6	38.4	0.0	0.0	directional	6408060.0	6313269.0	898644066.0	19236596.0	248191854.0	475864276.0	104804307.0
RU_13_R_VN96298_BL_ADL_F__SRR17643170__R1__a8acda577c38c89dfae3554ca5c119f9_val_1	14237876.0	2570732.0	459.0	1844947.0	2616479.0	71859325.0	3577509.0	69.8410393700772	0.7	0.5	37.0	0.0	0.0	directional	7168251.0	7069166.0	992099769.0	20386117.0	275736394.0	517662075.0	122380549.0
RU_13_R_VN96300_BL_ADL_F__SRR17643169__R1__034fe3d7e171d95eb1654c54c797ad67_val_1	18526694.0	3313522.0	451.0	2367504.0	3382692.0	90422644.0	5633102.0	67.4352256978935	0.7	0.5	36.6	0.0	0.0	directional	9307945.0	9218298.0	1289459964.0	27473318.0	357177235.0	679261998.0	156847891.0
RU_13_T_NB019_BL_ADL_M__SRR17643130__R1__01db0c6c654c31dd32f1ab2a15a7c9c1_val_1	15983631.0	2786157.0	306.0	2187898.0	3116054.0	79220791.0	4008689.0	70.16988449227752	0.7	0.5	35.6	0.0	0.0	directional	8044789.0	7938536.0	1119098136.0	22778477.0	310349234.0	580828156.0	143396003.0
RU_13_T_NB027_BL_ADL_M__SRR17643128__R1__904ae72148c913cd5677dae9e2e4470f_val_1	13240521.0	2267009.0	306.0	1728095.0	2481521.0	67250824.0	3659274.0	69.08048415374833	0.7	0.5	37.5	0.0	0.0	directional	6661055.0	6579160.0	925221237.0	19166804.0	255239075.0	486603347.0	111918375.0
RU_13_T_NB028_BL_ADL_F__SRR17643246__R1__1e0d06451c09497a67db0f7ea8a1b2f2_val_1	2972754.0	511966.0	66.0	388373.0	561137.0	14981900.0	972498.0	66.69527943214804	0.7	0.5	37.9	0.0	0.0	directional	1489477.0	1483211.0	206815881.0	4457218.0	57111944.0	109266829.0	24505698.0
RU_13_T_NB029_BL_ADL_F__SRR17643245__R1__75d2297b437a4d60886f4d0342e9c409_val_1	11835301.0	2143814.0	293.0	1642699.0	2432295.0	58115827.0	4981346.0	62.42095590397301	0.7	0.5	37.3	0.0	0.0	directional	5932821.0	5902187.0	837654877.0	18960461.0	232256981.0	445656516.0	97550559.0
RU_13_T_NB031_BL_ADL_F__SRR17643243__R1__79076aba851a6eceb1f9454947833b12_val_1	20989169.0	3638719.0	501.0	2395267.0	3275034.0	103809308.0	5575904.0	69.49183400547851	0.6	0.4	37.3	0.0	0.0	directional	10522933.0	10465735.0	1458063184.0	30203792.0	405029757.0	768804133.0	174749685.0
RU_13_T_NB033_BL_ADL_F__SRR17643242__R1__0d2a5ca543904311d9b6d48fae8f0a2a_val_1	12145416.0	2170944.0	314.0	1572607.0	2290801.0	60416091.0	3094198.0	69.75891295385249	0.7	0.5	36.8	0.0	0.0	directional	6100889.0	6044213.0	853710979.0	17410558.0	236781452.0	448709971.0	103940057.0
RU_13_T_NB038_BL_ADL_M__SRR17643241__R1__7266583cbfae69b4111103901d3f9c26_val_1	16460867.0	3068791.0	447.0	2103252.0	3020757.0	85482683.0	5135179.0	66.73819494529803	0.7	0.5	38.6	0.0	0.0	directional	8283489.0	8176931.0	1147386985.0	24664837.0	316676291.0	603898587.0	136205415.0
RU_13_T_NB040_BL_ADL_F__SRR17643239__R1__f5417ab283b742066d750233f5720237_val_1	13547625.0	2559980.0	469.0	1724785.0	2507938.0	70216795.0	4174852.0	66.79479216941024	0.7	0.5	38.2	0.0	0.0	directional	6820191.0	6726965.0	945260595.0	20282457.0	260340887.0	496948169.0	113522021.0
RU_13_T_NB041_BL_ADL_F__SRR17643237__R1__be8284cc10e66aba4649525e32dc9c21_val_1	22540699.0	3977585.0	557.0	2957415.0	4124111.0	115720844.0	5723549.0	69.91134468068239	0.7	0.5	36.3	0.0	0.0	directional	11330179.0	11209963.0	1542680327.0	32241833.0	431484269.0	785230195.0	203163493.0
RU_17_T_NB022_BL_ADL_M__SRR17643129__R1__11ef679279025821f84ff68eb24b3ace_val_1	15660229.0	2673387.0	413.0	2077958.0	3019120.0	73553167.0	3737571.0	70.95327043352947	0.7	0.5	34.9	0.0	0.0	directional	7861954.0	7797862.0	1107160468.0	22071187.0	306291915.0	584718057.0	137500251.0
RU_17_T_NB030_BL_ADL_F__SRR17643244__R1__805d12dd4fff1206bd1639e1c8994323_val_1	19128025.0	3580499.0	437.0	2499535.0	3521055.0	98120759.0	5703325.0	67.32411185206566	0.7	0.5	38.6	0.0	0.0	directional	9616863.0	9510725.0	1308670696.0	28411849.0	362693154.0	685723354.0	156112839.0
US_02_E_2171-28178_BL_ADL_U__SRR17643143__R1__aa880e36c9117e89f7161e74f8e23765_val_1	2496418.0	470893.0	73.0	338760.0	472529.0	13218226.0	822813.0	65.86639381719436	0.7	0.5	39.3	0.0	0.0	directional	1253758.0	1242587.0	173270470.0	3790124.0	48006582.0	90839693.0	20394680.0
US_02_E_2171-28179_BL_ADL_U__SRR17643141__R1__5b595b04d7da0c61bdda941ed5bf959f_val_1	19373580.0	3639738.0	727.0	2477220.0	3446655.0	97759895.0	6113323.0	66.5149819369834	0.7	0.5	37.2	0.0	0.0	directional	9726125.0	9646728.0	1332866458.0	29126641.0	372193834.0	692249505.0	164739349.0
US_02_E_2171-28186_BL_ADL_U__SRR17777319__R1__595fff3263be7ecd95ef49cd54e5cfb9_val_1	1835898.0	330496.0	74.0	254284.0	351242.0	9462093.0	547597.0	67.64569226648135	0.7	0.5	38.2	0.0	0.0	directional	924932.0	910892.0	126720368.0	2713991.0	35014041.0	66323227.0	15315481.0
US_02_E_2171-28193_BL_ADL_U__SRR17643140__R1__dcba160de94897f720bfb2cd2ed03775_val_1	13963003.0	2622411.0	491.0	1781950.0	2485284.0	70815640.0	4828574.0	65.20505661999998	0.7	0.5	37.8	0.0	0.0	directional	7035922.0	6926590.0	947958146.0	21413988.0	262192897.0	494123333.0	116559042.0
US_02_E_3121-88807_BL_ADL_U__SRR17643139__R1__aa8b574ceab6098eef9efd566cd22748_val_1	1576784.0	290057.0	53.0	208790.0	296515.0	7695920.0	473902.0	67.36254257729276	0.7	0.5	36.4	0.0	0.0	directional	794320.0	782411.0	107891214.0	2340743.0	29874250.0	56388253.0	13427486.0
US_02_E_3121-88831_BL_ADL_U__SRR17643137__R1__37bc2d49bd4dcdbb74b5786cc24de1f9_val_1	11192998.0	1910120.0	518.0	1382921.0	1977985.0	53877841.0	4405661.0	63.92791867439757	0.6	0.5	36.3	0.0	0.0	directional	5610974.0	5581506.0	782484291.0	17508779.0	217466310.0	413325527.0	94453707.0
US_02_E_3121-88841_BL_ADL_U__SRR17643134__R1__94bf11aa2e0f2e24f5a4041680f04760_val_1	2125526.0	368840.0	85.0	292612.0	411927.0	10763612.0	632298.0	67.98063367218224	0.7	0.5	37.9	0.0	0.0	directional	1069430.0	1056011.0	148266037.0	3126664.0	40971915.0	78177663.0	17648308.0
