Sample	Unique Reads	Duplicate Reads
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee	6648028.0	15457266.0
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R2__2e7231cea804887e30dea6b9ad75d02f	5102469.0	17002825.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R1__fd97aaa8221371ce315ee601aafb8cee	1857923.0	2246328.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R2__6212cbd285bf38ec3c4cdd26cde46cc5	1548696.0	2555555.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f	5636365.0	15960349.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R2__a01dfef1f435255c3741aff2506f91b9	4984337.0	16612377.0
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e	6080986.0	15249803.0
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R2__73dab19f48304f9aad12f24b74ea05ea	5080955.0	16249834.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R1__5ab7bcf0bdeaa3babd5090e771b59c06	1929994.0	2412799.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R2__be6af869c8a17870c3904d8f13e05dbb	1603122.0	2739671.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f	5855859.0	17006239.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R2__563ecdfb1325cd9942fcfd17384c8ff5	5214462.0	17647636.0
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77	6198381.0	18649140.0
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R2__653d3b59aca1075b5b22d47ccc0feff8	5174114.0	19673407.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R1__d64e03c8e6efc33c29c7388df3d9ab9f	1556365.0	1816672.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R2__13a9a634e58973a0e1a302d1db873b7f	1319441.0	2053596.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082	4954518.0	13212154.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R2__935a3d7c03bb93d73248366c1e469d6b	4283357.0	13883315.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R1__af2c1d810fdb3769e80ba5b3a938194d	5613210.0	14559765.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R2__b3330be948265475426a7dd1cb374d1f	4894795.0	15278180.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503	1685227.0	1926242.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R2__2ccfdaed5ed7ed9405f449218d4dd146	1458878.0	2152591.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R1__23fbf71c2491d3735cb5384cde9cfaff	1501157.0	1581589.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R2__11c91577c9c42f9a227c1c3518e520e9	1275303.0	1807443.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075	4794717.0	11815783.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R2__07f8907a3c2605a3ab6a32a39288403c	4128859.0	12481641.0
RU_13_R_VN96102_BL_ADL_M__SRR17643198__R1__abe4ff5079d8a1f6a58b2eea2dc7494f	1726853.0	2015878.0
RU_13_R_VN96102_BL_ADL_M__SRR17643198__R2__0a8c361fe5b1d615c1109dd4e3e80b06	1442605.0	2300126.0
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171	5893743.0	16499245.0
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R2__0f594d6efcb02369c6886631461cfe88	5060503.0	17332485.0
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f	6081119.0	14617332.0
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R2__540f1de2d95f04b70efa3f9828da0aa6	4881258.0	15817193.0
RU_13_R_VN96110_BL_ADL_M__SRR17643195__R1__004d270c26b5949d4ebc3c56e5dcbe03	1697961.0	2138902.0
RU_13_R_VN96110_BL_ADL_M__SRR17643195__R2__8594302803fdd26533c63b8dfadbea0f	1424650.0	2412213.0
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d	7475274.0	23423922.0
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R2__da3b16e47597882849a9dbea63e19e27	6464984.0	24434212.0
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014	6514106.0	16601262.0
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R2__1f459e5010b91efddda3ce2dd223bb70	5411991.0	17703377.0
RU_13_R_VN96116_BL_ADL_M__SRR17643096__R1__2ee23133496f45842e5cd9c927c06d4a	1698004.0	2040972.0
RU_13_R_VN96116_BL_ADL_M__SRR17643096__R2__d7a1018e69247b79ea6d1ae453f8707e	1425776.0	2313200.0
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5	5977445.0	16975029.0
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R2__0663de4e4705998120665a43ba1ca5ec	5187067.0	17765407.0
RU_13_R_VN96117_BL_ADL_F__SRR17643094__R1__576c0008e86fbf8494c4628f24f87889	1375976.0	1365378.0
RU_13_R_VN96117_BL_ADL_F__SRR17643094__R2__5775f48dc3136e1459d232ebde33f6d5	1196280.0	1545074.0
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d	4931094.0	12027958.0
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R2__0379d8a9b1257bb9e4403a6e40d19821	4309245.0	12649807.0
RU_13_R_VN96118_BL_ADL_F__SRR17643092__R1__dac23f5a074976155104f220567059af	1710933.0	1905025.0
RU_13_R_VN96118_BL_ADL_F__SRR17643092__R2__c6af37d64e64f3cf998fd8c864a81c54	1457058.0	2158900.0
RU_13_R_VN96118_BL_ADL_F__SRR17643093__R1__4bebe8f37d9d7296f6d837d176e69705	6473404.0	17490588.0
RU_13_R_VN96118_BL_ADL_F__SRR17643093__R2__80aef413009344ee465d047c75b20b8e	5660104.0	18303888.0
RU_13_R_VN96122_BL_ADL_F__SRR17643091__R1__a7746ed7407290ba77d789ab4553779e	6126189.0	15028185.0
RU_13_R_VN96122_BL_ADL_F__SRR17643091__R2__997c5afbf8fbf4f4431c5c316fb5132f	5200343.0	15954031.0
RU_13_R_VN96123_BL_ADL_M__SRR17643090__R1__90a2a5d1e60680c4eaf23a92d4e85ed2	5513165.0	14318988.0
RU_13_R_VN96123_BL_ADL_M__SRR17643090__R2__51e0d88c0b61cb6f60ffb1d7db0e1b96	4759788.0	15072365.0
RU_13_R_VN96124_BL_ADL_F__SRR17643089__R1__e35d40950417797f7d247d39e61d66cc	5652652.0	13630239.0
RU_13_R_VN96124_BL_ADL_F__SRR17643089__R2__f21f64a5710441542d5111ba20d3ba00	4765945.0	14516946.0
RU_13_R_VN96298_BL_ADL_F__SRR17643170__R1__a8acda577c38c89dfae3554ca5c119f9	5790891.0	14647437.0
RU_13_R_VN96298_BL_ADL_F__SRR17643170__R2__43284c16c0b0f370312f026bacf231f2	4835900.0	15602428.0
RU_13_R_VN96300_BL_ADL_F__SRR17643169__R1__034fe3d7e171d95eb1654c54c797ad67	6986664.0	20563487.0
RU_13_R_VN96300_BL_ADL_F__SRR17643169__R2__754e0825297e8b5c4a5f49c142a53345	6048519.0	21501632.0
RU_13_T_NB019_BL_ADL_M__SRR17643130__R1__01db0c6c654c31dd32f1ab2a15a7c9c1	6508007.0	16332187.0
RU_13_T_NB019_BL_ADL_M__SRR17643130__R2__68147d7a4ea4cbedd45f6118122d3f36	5493543.0	17346651.0
RU_13_T_NB027_BL_ADL_M__SRR17643127__R1__afe0b948c99895b7ac6657632df90510	1577321.0	1801059.0
RU_13_T_NB027_BL_ADL_M__SRR17643127__R2__1190e6f8cff76d222bf4732af64e1d21	1337272.0	2041108.0
RU_13_T_NB027_BL_ADL_M__SRR17643128__R1__904ae72148c913cd5677dae9e2e4470f	5222031.0	13993815.0
RU_13_T_NB027_BL_ADL_M__SRR17643128__R2__b93074ede6744d7c4631c851c1a7846b	4553446.0	14662400.0
RU_13_T_NB028_BL_ADL_F__SRR17643126__R1__eb4363382342ac614a6753fd10c7dcd3	5196142.0	14013475.0
RU_13_T_NB028_BL_ADL_F__SRR17643126__R2__a89ddb6c6a1c010a0791face80870d4e	4470715.0	14738902.0
RU_13_T_NB028_BL_ADL_F__SRR17643246__R1__1e0d06451c09497a67db0f7ea8a1b2f2	1934078.0	2535224.0
RU_13_T_NB028_BL_ADL_F__SRR17643246__R2__8888687f16f8a900cc1377bcd35a7f95	1582109.0	2887193.0
RU_13_T_NB029_BL_ADL_F__SRR17643245__R1__75d2297b437a4d60886f4d0342e9c409	5618314.0	13390043.0
RU_13_T_NB029_BL_ADL_F__SRR17643245__R2__401767680ac07f4adfdd33eb0af45363	4780580.0	14227777.0
RU_13_T_NB031_BL_ADL_F__SRR17643243__R1__79076aba851a6eceb1f9454947833b12	6982207.0	23291270.0
RU_13_T_NB031_BL_ADL_F__SRR17643243__R2__e09742f8577d04f77919b299774c9cb5	6041603.0	24231874.0
RU_13_T_NB033_BL_ADL_F__SRR17643242__R1__0d2a5ca543904311d9b6d48fae8f0a2a	5585776.0	11872502.0
RU_13_T_NB033_BL_ADL_F__SRR17643242__R2__3bf5aa3f849d90c9d6baa5be3a6574f5	4438588.0	13019690.0
RU_13_T_NB038_BL_ADL_M__SRR17643240__R1__90a2c58ac0fa4079b665afcfaabe0b8f	1853679.0	2423145.0
RU_13_T_NB038_BL_ADL_M__SRR17643240__R2__84ebd20a9993d6c3ff237baced244ad0	1528984.0	2747840.0
RU_13_T_NB038_BL_ADL_M__SRR17643241__R1__7266583cbfae69b4111103901d3f9c26	6168998.0	18561684.0
RU_13_T_NB038_BL_ADL_M__SRR17643241__R2__24546f59904b816b057832f02e966a56	5307576.0	19423106.0
RU_13_T_NB040_BL_ADL_F__SRR17643238__R1__2cefc512649bc30181175dc241e355d1	1617583.0	1839351.0
RU_13_T_NB040_BL_ADL_F__SRR17643238__R2__995b94bddcacb91738ff05503d5a9586	1374834.0	2082100.0
RU_13_T_NB040_BL_ADL_F__SRR17643239__R1__f5417ab283b742066d750233f5720237	5522332.0	14819006.0
RU_13_T_NB040_BL_ADL_F__SRR17643239__R2__1a9c2e9c4c6500081e3be4c5af32a4ba	4828736.0	15512602.0
RU_13_T_NB041_BL_ADL_F__SRR17643237__R1__be8284cc10e66aba4649525e32dc9c21	8655824.0	23714317.0
RU_13_T_NB041_BL_ADL_F__SRR17643237__R2__c2ca4b5fe9628278c4794bad98fd51ee	7005449.0	25364692.0
RU_17_T_NB022_BL_ADL_M__SRR17643129__R1__11ef679279025821f84ff68eb24b3ace	6377585.0	15753442.0
RU_17_T_NB022_BL_ADL_M__SRR17643129__R2__094b168611795c20060af0fdb71121c2	5382417.0	16748610.0
RU_17_T_NB030_BL_ADL_F__SRR17643244__R1__805d12dd4fff1206bd1639e1c8994323	7146296.0	21338648.0
RU_17_T_NB030_BL_ADL_F__SRR17643244__R2__d5a1db6e60bef69324d95e439aef9561	6266432.0	22218512.0
US_02_E_2171-28178_BL_ADL_U__SRR17643142__R1__c66ff67e02415fdd239180721ceb123a	5412218.0	11631051.0
US_02_E_2171-28178_BL_ADL_U__SRR17643142__R2__46efc2765aee8ddd2a86538372ed5069	4216195.0	12827074.0
US_02_E_2171-28178_BL_ADL_U__SRR17643143__R1__aa880e36c9117e89f7161e74f8e23765	1689823.0	2109233.0
US_02_E_2171-28178_BL_ADL_U__SRR17643143__R2__3e908d4649de0890a41c9ef627136af8	1476638.0	2322418.0
US_02_E_2171-28179_BL_ADL_U__SRR17643141__R1__5b595b04d7da0c61bdda941ed5bf959f	7119093.0	22083390.0
US_02_E_2171-28179_BL_ADL_U__SRR17643141__R2__8f610912da24f6425025a4854eaeaba1	6145156.0	23057327.0
US_02_E_2171-28186_BL_ADL_U__SRR17777317__R1__1942e7a3f7487ab64ebbc8eae857c9d0	5008371.0	9538438.0
US_02_E_2171-28186_BL_ADL_U__SRR17777317__R2__e16b11cb378e1820529c088012d1e1da	4021785.0	10525024.0
US_02_E_2171-28186_BL_ADL_U__SRR17777318__R1__56c123526ce3dbe5a0aaaf48ca41e305	2697890.0	3668325.0
US_02_E_2171-28186_BL_ADL_U__SRR17777318__R2__d21d69cbb5790ab64f5ea24f337e9faa	2273643.0	4092572.0
US_02_E_2171-28186_BL_ADL_U__SRR17777319__R1__595fff3263be7ecd95ef49cd54e5cfb9	1369135.0	1351468.0
US_02_E_2171-28186_BL_ADL_U__SRR17777319__R2__be7d0f76df8ab45e0ea6348e83d7c322	1226667.0	1493936.0
US_02_E_2171-28193_BL_ADL_U__SRR17643140__R1__dcba160de94897f720bfb2cd2ed03775	5770432.0	15700849.0
US_02_E_2171-28193_BL_ADL_U__SRR17643140__R2__28b47e763b0e3bf6a2aba1888a268d66	4968733.0	16502548.0
US_02_E_3121-88807_BL_ADL_U__SRR17643138__R1__0690c7033ed000e60b111ab42f1092e1	4361798.0	7619420.0
US_02_E_3121-88807_BL_ADL_U__SRR17643138__R2__a29dca2e03fb72d7d4f0ff08da1e43b3	3485821.0	8495397.0
US_02_E_3121-88807_BL_ADL_U__SRR17643139__R1__aa8b574ceab6098eef9efd566cd22748	1232354.0	1114156.0
US_02_E_3121-88807_BL_ADL_U__SRR17643139__R2__53043c8991a2c99cb4c0093b08e86251	1111528.0	1234982.0
US_02_E_3121-88831_BL_ADL_U__SRR17643135__R1__46c10d3d4d683417c5e28fbc7b4386e1	1532780.0	1615394.0
US_02_E_3121-88831_BL_ADL_U__SRR17643135__R2__024ea47393c0aba33a0fd570c3860e2b	1300181.0	1847993.0
US_02_E_3121-88831_BL_ADL_U__SRR17643137__R1__37bc2d49bd4dcdbb74b5786cc24de1f9	5683762.0	11863069.0
US_02_E_3121-88831_BL_ADL_U__SRR17643137__R2__123b054ebb40f136a545682ace39afed	4314648.0	13232183.0
US_02_E_3121-88841_BL_ADL_U__SRR17643133__R1__7fa9205d3cccc004abf8fffbf20f6bbe	5567329.0	11651200.0
US_02_E_3121-88841_BL_ADL_U__SRR17643133__R2__f30dd0eb2437ca7a6f109245f2df8578	4380515.0	12838014.0
US_02_E_3121-88841_BL_ADL_U__SRR17643134__R1__94bf11aa2e0f2e24f5a4041680f04760	1500166.0	1633954.0
US_02_E_3121-88841_BL_ADL_U__SRR17643134__R2__6e4736953751dfad82467d23763cd8d2	1322077.0	1812043.0
