Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R1__47fe636183023ef41a0d672a15254da6_val_1	RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R1__47fe636183023ef41a0d672a15254da6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4237355.0	0.0	20-150	33.0	44.66328190326995	120.6941294746369	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R2__c7ebcb693d23de6a1684a622b8817b33_val_2	RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R2__c7ebcb693d23de6a1684a622b8817b33_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4237355.0	0.0	20-148	33.0	36.372959799116586	118.96722247722931	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1	RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28011245.0	0.0	20-150	33.0	25.278240076223312	120.52313918927916	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R2__2419f6d36007014e7475e28a31b4767b_val_2	RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R2__2419f6d36007014e7475e28a31b4767b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28011245.0	0.0	20-148	34.0	21.38496877459806	118.9528232322412	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1	RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28895640.0	0.0	20-150	33.0	24.970058628307054	120.41873621764391	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R2__0d1bbbf5486c5512e63821316a68a87d_val_2	RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R2__0d1bbbf5486c5512e63821316a68a87d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28895640.0	0.0	20-148	34.0	20.56496038981681	119.15251297427571	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R1__438c50bb2a9167fbf14eda3b320d16c8_val_1	RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R1__438c50bb2a9167fbf14eda3b320d16c8_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3654389.0	0.0	20-150	33.0	48.40678787008253	122.38302873613071	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R2__41c1c785caadf650faaa7becaf138f6f_val_2	RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R2__41c1c785caadf650faaa7becaf138f6f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3654389.0	0.0	20-148	33.0	40.83678345545197	120.05708560309262	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1	RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19409015.0	0.0	20-150	33.0	28.00836290717894	122.19559416075468	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R2__4e0443fc3f0b13c30da1ccd7a4877f7d_val_2	RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R2__4e0443fc3f0b13c30da1ccd7a4877f7d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19409015.0	0.0	20-148	33.0	24.664821533340945	120.34579498238318	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1	RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24677174.0	0.0	20-150	33.0	26.606553995355416	120.46431098633903	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R2__4dbdb7448e46006ba69ed2d7acff64e3_val_2	RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R2__4dbdb7448e46006ba69ed2d7acff64e3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24677174.0	0.0	20-148	33.0	21.997285355455595	119.03028880049231	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R1__e03dbd8a2517ace74d01f18e296c30b9_val_1	RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R1__e03dbd8a2517ace74d01f18e296c30b9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3395380.0	0.0	20-150	33.0	48.730556753403754	120.0375147995217	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R2__bc0e518a12efd19662e3267373832f74_val_2	RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R2__bc0e518a12efd19662e3267373832f74_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3395380.0	0.0	20-148	33.0	41.20489225377697	117.85366880879313	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1	RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21054168.0	0.0	20-150	33.0	27.90945666923464	119.85807603511095	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R2__ea4ffd0845091309b5ea9eecd75aa29d_val_2	RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R2__ea4ffd0845091309b5ea9eecd75aa29d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21054168.0	0.0	20-148	33.0	24.6654330493196	118.10251447599354	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1	RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25324702.0	0.0	20-150	34.0	27.859632946781804	120.25838957552196	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R2__3aed3c766b1807ec457867a45e4cb576_val_2	RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R2__3aed3c766b1807ec457867a45e4cb576_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25324702.0	0.0	20-148	34.0	22.4584557142924	118.67884265726009	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R1__56d15b689c91c3ed4162ce2276a484f6_val_1	RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R1__56d15b689c91c3ed4162ce2276a484f6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4190995.0	0.0	20-150	33.0	46.61912749820011	121.7729078655546	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R2__957f88f288d28a5cb06d5a58b0f6c9c5_val_2	RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R2__957f88f288d28a5cb06d5a58b0f6c9c5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4190995.0	0.0	20-148	33.0	37.731826576029576	119.98345738899712	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1	RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19441388.0	0.0	20-150	33.0	28.42942214863105	121.94360022031348	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R2__64ed7aeec1e223ef2db3d6aa17687b42_val_2	RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R2__64ed7aeec1e223ef2db3d6aa17687b42_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19441388.0	0.0	20-148	33.0	24.42666777228263	120.17632362463009	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R1__5b0cb968afee364297047af6e10955c0_val_1	RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R1__5b0cb968afee364297047af6e10955c0_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3187838.0	0.0	20-150	33.0	49.63463002839935	122.44695652664909	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R2__e5b4bbf1d3de0d7c109cc673956e63ed_val_2	RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R2__e5b4bbf1d3de0d7c109cc673956e63ed_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3187838.0	0.0	20-148	33.0	42.206721565477906	120.37527659812073	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1	RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17503730.0	0.0	20-150	33.0	28.926627523364722	122.474771148778	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R2__ce19a40c241f35ffe1531ad27fe7443d_val_2	RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R2__ce19a40c241f35ffe1531ad27fe7443d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17503730.0	0.0	20-148	33.0	25.175984457709273	120.68604891643095	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R1__581db4caabc57bf7748c09793c806bdf_val_1	RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R1__581db4caabc57bf7748c09793c806bdf_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3130518.0	0.0	20-150	33.0	50.069186350994144	121.20083289730326	pass	pass	warn	pass	fail	pass	pass	warn	warn	pass	pass
RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R2__866404fbb8afac7adfd7f851d019b93b_val_2	RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R2__866404fbb8afac7adfd7f851d019b93b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3130518.0	0.0	20-148	33.0	42.50672995062711	119.27890080810907	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a_val_1	RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19506472.0	0.0	20-150	33.0	27.801166286638214	121.23270814937729	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R2__838500c40d0e1de7151739bb6732bb7e_val_2	RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R2__838500c40d0e1de7151739bb6732bb7e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19506472.0	0.0	20-148	33.0	24.623504486598414	119.55905475885132	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
