Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
CN_17_RG_1705_BL_ADL_M__SRR17643020__R1__c4c3220798e15344d6fe5cad0bb0b29e_val_1	CN_17_RG_1705_BL_ADL_M__SRR17643020__R1__c4c3220798e15344d6fe5cad0bb0b29e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2852089.0	0.0	20-150	33.0	50.19637155580876	119.67576572820835	pass	pass	fail	pass	fail	pass	pass	warn	warn	warn	pass
CN_17_RG_1705_BL_ADL_M__SRR17643020__R2__6a96d1baa7a817c4ba99cb2e1d7afdfe_val_2	CN_17_RG_1705_BL_ADL_M__SRR17643020__R2__6a96d1baa7a817c4ba99cb2e1d7afdfe_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2852089.0	0.0	20-148	34.0	43.62221154059456	118.18625330415706	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2077_BL_ADL_M__SRR17643161__R1__ac44305fd431da10568b18f10f42411a_val_1	CN_17_RG_2077_BL_ADL_M__SRR17643161__R1__ac44305fd431da10568b18f10f42411a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24384610.0	0.0	20-150	34.0	26.13386969082989	120.18918391559266	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2077_BL_ADL_M__SRR17643161__R2__d6558bdabeae2450db8ec7eb9bbeb84c_val_2	CN_17_RG_2077_BL_ADL_M__SRR17643161__R2__d6558bdabeae2450db8ec7eb9bbeb84c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24384610.0	0.0	20-148	34.0	22.71929245641368	118.60470907674964	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2077_BL_ADL_M__SRR17643162__R1__ec4b689cbe3964172767da5940443c34_val_1	CN_17_RG_2077_BL_ADL_M__SRR17643162__R1__ec4b689cbe3964172767da5940443c34_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3695204.0	0.0	20-150	34.0	46.07603879732418	119.83004646022249	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2077_BL_ADL_M__SRR17643162__R2__7dd3d73234d1a85a8dd91310e7b985c5_val_2	CN_17_RG_2077_BL_ADL_M__SRR17643162__R2__7dd3d73234d1a85a8dd91310e7b985c5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3695204.0	0.0	20-148	34.0	39.476113640243916	118.38752691326378	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2079_BL_ADL_F__SRR17643160__R1__8709fd6d07af18d59c4849d38f090ec9_val_1	CN_17_RG_2079_BL_ADL_F__SRR17643160__R1__8709fd6d07af18d59c4849d38f090ec9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21604766.0	0.0	20-150	33.0	26.83742389231237	119.62008419808852	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
CN_17_RG_2079_BL_ADL_F__SRR17643160__R2__31876e889a28386d4ec5f6082f54fa4c_val_2	CN_17_RG_2079_BL_ADL_F__SRR17643160__R2__31876e889a28386d4ec5f6082f54fa4c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21604766.0	0.0	20-148	34.0	22.520272566973038	118.68355236987986	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2081_BL_ADL_F__SRR17643158__R1__be1f50da4fe841267816476a49666641_val_1	CN_17_RG_2081_BL_ADL_F__SRR17643158__R1__be1f50da4fe841267816476a49666641_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2658254.0	0.0	20-150	33.0	51.12732066812984	123.44786540338131	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass
CN_17_RG_2081_BL_ADL_F__SRR17643158__R2__b7f527a62c4967a6856d9317c80e25b3_val_2	CN_17_RG_2081_BL_ADL_F__SRR17643158__R2__b7f527a62c4967a6856d9317c80e25b3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2658254.0	0.0	20-148	33.0	44.167520137839475	121.29979226966272	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2081_BL_ADL_F__SRR17643159__R1__8cdbffccf62924da751171aa968299c0_val_1	CN_17_RG_2081_BL_ADL_F__SRR17643159__R1__8cdbffccf62924da751171aa968299c0_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20483465.0	0.0	20-150	33.0	26.997493255828854	123.54939464587656	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2081_BL_ADL_F__SRR17643159__R2__6dd52688ee84c368902ca431f0dae4d2_val_2	CN_17_RG_2081_BL_ADL_F__SRR17643159__R2__6dd52688ee84c368902ca431f0dae4d2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20483465.0	0.0	20-148	33.0	23.848133461974786	121.62854746499188	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2082_BL_ADL_F__SRR17643157__R1__32cec8f00e76b1931b6c2b15dd533ba9_val_1	CN_17_RG_2082_BL_ADL_F__SRR17643157__R1__32cec8f00e76b1931b6c2b15dd533ba9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25729673.0	0.0	20-150	34.0	27.858660227227254	119.30761953329139	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2082_BL_ADL_F__SRR17643157__R2__88efd2820eeb1385017740592f7c5728_val_2	CN_17_RG_2082_BL_ADL_F__SRR17643157__R2__88efd2820eeb1385017740592f7c5728_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25729673.0	0.0	20-148	34.0	22.052038778531724	117.94899923524096	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2086_BL_ADL_F__SRR17643154__R1__dfc65a86a855da304bcaec1056be33e8_val_1	CN_17_RG_2086_BL_ADL_F__SRR17643154__R1__dfc65a86a855da304bcaec1056be33e8_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17911855.0	0.0	20-150	34.0	27.96686749455029	119.52362935050557	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2086_BL_ADL_F__SRR17643154__R2__844d2d55f5dc380fa8428ca22b92b97d_val_2	CN_17_RG_2086_BL_ADL_F__SRR17643154__R2__844d2d55f5dc380fa8428ca22b92b97d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17911855.0	0.0	20-148	34.0	24.01711862495907	117.84468079939236	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2086_BL_ADL_F__SRR17643156__R1__fbbdba2e20a5e336f7be9473daced88a_val_1	CN_17_RG_2086_BL_ADL_F__SRR17643156__R1__fbbdba2e20a5e336f7be9473daced88a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3056139.0	0.0	20-150	34.0	48.091054618370855	119.30534507756356	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2086_BL_ADL_F__SRR17643156__R2__48b96a2ede754e26a5c724b2e1d6a0ed_val_2	CN_17_RG_2086_BL_ADL_F__SRR17643156__R2__48b96a2ede754e26a5c724b2e1d6a0ed_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3056139.0	0.0	20-148	34.0	41.39272695647709	117.75333942598814	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2087_BL_ADL_M__SRR17643272__R1__6ccaa1e00e6095a9ba2f8eed78c0b38a_val_1	CN_17_RG_2087_BL_ADL_M__SRR17643272__R1__6ccaa1e00e6095a9ba2f8eed78c0b38a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26989642.0	0.0	20-150	34.0	27.357613930003243	119.95939016160348	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2087_BL_ADL_M__SRR17643272__R2__e37ddf4f5dd46998d77e6e1fc26ad8b8_val_2	CN_17_RG_2087_BL_ADL_M__SRR17643272__R2__e37ddf4f5dd46998d77e6e1fc26ad8b8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26989642.0	0.0	20-148	34.0	21.680192723644012	118.4600541941238	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2091_BL_ADL_F__SRR17643270__R1__b9b08ea7246ad8003055c4c087036ce4_val_1	CN_17_RG_2091_BL_ADL_F__SRR17643270__R1__b9b08ea7246ad8003055c4c087036ce4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15842030.0	0.0	20-150	34.0	28.878571627188432	120.90715943600662	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2091_BL_ADL_F__SRR17643270__R2__b7ae647d44ca9189cc828489c6a79124_val_2	CN_17_RG_2091_BL_ADL_F__SRR17643270__R2__b7ae647d44ca9189cc828489c6a79124_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15842030.0	0.0	20-148	34.0	25.225916799736186	119.20557087696463	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
CN_17_RG_2091_BL_ADL_F__SRR17643271__R1__f3e2650773095cc4bfc151c931869ab4_val_1	CN_17_RG_2091_BL_ADL_F__SRR17643271__R1__f3e2650773095cc4bfc151c931869ab4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3450432.0	0.0	20-150	33.0	47.171270802556016	120.69046803414761	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2091_BL_ADL_F__SRR17643271__R2__9825e25dc073b725edc7c525c0bd479b_val_2	CN_17_RG_2091_BL_ADL_F__SRR17643271__R2__9825e25dc073b725edc7c525c0bd479b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3450432.0	0.0	20-148	34.0	40.5303701188103	119.10735496308868	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
CN_17_RG_2093_BL_ADL_M__SRR17643268__R1__8ad2e44478fa23bd99accd64c76810dc_val_1	CN_17_RG_2093_BL_ADL_M__SRR17643268__R1__8ad2e44478fa23bd99accd64c76810dc_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18600480.0	0.0	20-150	33.0	27.48879860417994	122.00047014915744	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2093_BL_ADL_M__SRR17643268__R2__e8e15a253aed5785f8603a0882752e15_val_2	CN_17_RG_2093_BL_ADL_M__SRR17643268__R2__e8e15a253aed5785f8603a0882752e15_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18600480.0	0.0	20-148	33.0	24.123737896955262	120.23124295717099	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2093_BL_ADL_M__SRR17643269__R1__37ba84630d1f4efd2b9d2560ed0665fb_val_1	CN_17_RG_2093_BL_ADL_M__SRR17643269__R1__37ba84630d1f4efd2b9d2560ed0665fb_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3262113.0	0.0	20-150	33.0	47.75253425198273	121.67883148131288	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2093_BL_ADL_M__SRR17643269__R2__7109509289d1fa8912534281c0a92429_val_2	CN_17_RG_2093_BL_ADL_M__SRR17643269__R2__7109509289d1fa8912534281c0a92429_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3262113.0	0.0	20-148	33.0	40.83538614582494	120.09422910855632	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2094_BL_ADL_F__SRR17643266__R1__a24d6f2bf320202084322be5f794b5ab_val_1	CN_17_RG_2094_BL_ADL_F__SRR17643266__R1__a24d6f2bf320202084322be5f794b5ab_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19604434.0	0.0	20-150	34.0	27.696043255210267	121.12171624031583	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2094_BL_ADL_F__SRR17643266__R2__c0c793576f6e7207e3035db91e0e832f_val_2	CN_17_RG_2094_BL_ADL_F__SRR17643266__R2__c0c793576f6e7207e3035db91e0e832f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19604434.0	0.0	20-148	34.0	24.413083494026377	119.29355027541219	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2094_BL_ADL_F__SRR17643267__R1__fbef794847220ed54548ad391a8f172e_val_1	CN_17_RG_2094_BL_ADL_F__SRR17643267__R1__fbef794847220ed54548ad391a8f172e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358558.0	0.0	20-150	33.0	47.75677248787436	120.82153531366735	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2094_BL_ADL_F__SRR17643267__R2__1da1690960c674fae71eed98c8b8ce18_val_2	CN_17_RG_2094_BL_ADL_F__SRR17643267__R2__1da1690960c674fae71eed98c8b8ce18_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358558.0	0.0	20-148	34.0	41.176732336650176	119.20132568798871	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2099_BL_ADL_M__SRR17643264__R1__d07d7fbb0def2ff67772ea5277fae56c_val_1	CN_17_RG_2099_BL_ADL_M__SRR17643264__R1__d07d7fbb0def2ff67772ea5277fae56c_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3693410.0	0.0	20-150	33.0	46.12765496475891	118.79160531866216	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2099_BL_ADL_M__SRR17643264__R2__96f38b9aa616d993b2eda2cabc866387_val_2	CN_17_RG_2099_BL_ADL_M__SRR17643264__R2__96f38b9aa616d993b2eda2cabc866387_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3693410.0	0.0	20-148	34.0	37.56607334481936	116.8789749851763	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2099_BL_ADL_M__SRR17643265__R1__2a8e6ac49b7aef13efedce9ddb76c033_val_1	CN_17_RG_2099_BL_ADL_M__SRR17643265__R1__2a8e6ac49b7aef13efedce9ddb76c033_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23429447.0	0.0	20-150	34.0	25.61781072111675	118.47755736616404	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2099_BL_ADL_M__SRR17643265__R2__a54571ddb817143da4bed366b759fcb0_val_2	CN_17_RG_2099_BL_ADL_M__SRR17643265__R2__a54571ddb817143da4bed366b759fcb0_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23429447.0	0.0	20-148	34.0	21.68113329409806	117.01337867684201	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2102_BL_ADL_F__SRR17643254__R1__b84c31d21811d7ddd65599285b329bb4_val_1	CN_17_RG_2102_BL_ADL_F__SRR17643254__R1__b84c31d21811d7ddd65599285b329bb4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23180737.0	0.0	20-150	34.0	28.30757757999113	118.80619537679065	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2102_BL_ADL_F__SRR17643254__R2__d0df538262c018ab672c3a4fcc624eaa_val_2	CN_17_RG_2102_BL_ADL_F__SRR17643254__R2__d0df538262c018ab672c3a4fcc624eaa_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23180737.0	0.0	20-148	34.0	22.172736861310383	117.28573099293608	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2105_BL_ADL_F__SRR17643252__R1__8fb6ac9cbbff3219091f38c53fb10f3f_val_1	CN_17_RG_2105_BL_ADL_F__SRR17643252__R1__8fb6ac9cbbff3219091f38c53fb10f3f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17319534.0	0.0	20-150	34.0	28.8774445095921	118.70300170893744	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2105_BL_ADL_F__SRR17643252__R2__d3ebfeaee081aa1fb0d0cd1846b3569c_val_2	CN_17_RG_2105_BL_ADL_F__SRR17643252__R2__d3ebfeaee081aa1fb0d0cd1846b3569c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17319534.0	0.0	20-148	34.0	25.281299203278667	116.84118625824459	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2105_BL_ADL_F__SRR17643253__R1__165e5010cdb731c05d2d214fe924f3a9_val_1	CN_17_RG_2105_BL_ADL_F__SRR17643253__R1__165e5010cdb731c05d2d214fe924f3a9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3752061.0	0.0	20-150	34.0	46.86500736496159	118.47376335299452	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2105_BL_ADL_F__SRR17643253__R2__5a90234fd1fa1dbef6b8a7635c0095d7_val_2	CN_17_RG_2105_BL_ADL_F__SRR17643253__R2__5a90234fd1fa1dbef6b8a7635c0095d7_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3752061.0	0.0	20-148	34.0	39.974354545449906	116.67815288717321	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2107_BL_ADL_F__SRR17643249__R1__ffde05bfb0e4a29efeb937fbb18884e0_val_1	CN_17_RG_2107_BL_ADL_F__SRR17643249__R1__ffde05bfb0e4a29efeb937fbb18884e0_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17689151.0	0.0	20-150	33.0	33.21142673029248	121.08255647769641	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2107_BL_ADL_F__SRR17643249__R2__b630f7d8c3b8c5b4ae5a8626a2cbb225_val_2	CN_17_RG_2107_BL_ADL_F__SRR17643249__R2__b630f7d8c3b8c5b4ae5a8626a2cbb225_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17689151.0	0.0	20-148	34.0	25.355158176271846	117.34176682645764	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2107_BL_ADL_F__SRR17643250__R1__3227d3a1cc4b8b747e2dc77ef1125665_val_1	CN_17_RG_2107_BL_ADL_F__SRR17643250__R1__3227d3a1cc4b8b747e2dc77ef1125665_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3472272.0	0.0	20-150	34.0	47.76554354229924	118.77872067626039	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2107_BL_ADL_F__SRR17643250__R2__c1e7c0f923d7a0e97417c7b9277839c7_val_2	CN_17_RG_2107_BL_ADL_F__SRR17643250__R2__c1e7c0f923d7a0e97417c7b9277839c7_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3472272.0	0.0	20-148	34.0	41.20316737022892	117.22940023131828	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2111_BL_ADL_F__SRR17643248__R1__f0c3d70c2264678413504f47f83fea86_val_1	CN_17_RG_2111_BL_ADL_F__SRR17643248__R1__f0c3d70c2264678413504f47f83fea86_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24250329.0	0.0	20-150	34.0	29.226475906483167	121.74023119438915	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2111_BL_ADL_F__SRR17643248__R2__fc41b224b78bfacf2c10773640fee63b_val_2	CN_17_RG_2111_BL_ADL_F__SRR17643248__R2__fc41b224b78bfacf2c10773640fee63b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24250329.0	0.0	20-148	34.0	23.817815647057515	120.09087043726294	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2113_BL_ADL_M__SRR17643155__R1__3efbeac594866d18d29ae820c9513dca_val_1	CN_17_RG_2113_BL_ADL_M__SRR17643155__R1__3efbeac594866d18d29ae820c9513dca_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24489345.0	0.0	20-150	34.0	28.43466229145133	118.98981471329674	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2113_BL_ADL_M__SRR17643155__R2__15e56a40065da004de7a906e2386680c_val_2	CN_17_RG_2113_BL_ADL_M__SRR17643155__R2__15e56a40065da004de7a906e2386680c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24489345.0	0.0	20-148	34.0	22.559992090002936	117.54266110424759	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2114_BL_ADL_M__SRR17643152__R1__e77b72e76daacc69d0226cfb8e31d7d7_val_1	CN_17_RG_2114_BL_ADL_M__SRR17643152__R1__e77b72e76daacc69d0226cfb8e31d7d7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16764079.0	0.0	20-150	34.0	29.036231860107414	119.48534929953503	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2114_BL_ADL_M__SRR17643152__R2__9dfac52f96e27cefc65a639d562e0acd_val_2	CN_17_RG_2114_BL_ADL_M__SRR17643152__R2__9dfac52f96e27cefc65a639d562e0acd_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16764079.0	0.0	20-148	34.0	25.555301239043377	117.96059735819665	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2114_BL_ADL_M__SRR17643153__R1__31f3ed127c6e58ce6e1d8cfdf7efeba4_val_1	CN_17_RG_2114_BL_ADL_M__SRR17643153__R1__31f3ed127c6e58ce6e1d8cfdf7efeba4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2900133.0	0.0	20-150	33.0	49.14652060363265	119.20806838858769	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2114_BL_ADL_M__SRR17643153__R2__7c694352745ea9713dc9cb3300812fa2_val_2	CN_17_RG_2114_BL_ADL_M__SRR17643153__R2__7c694352745ea9713dc9cb3300812fa2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2900133.0	0.0	20-148	34.0	42.80495851825475	117.85866579222402	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2115_BL_ADL_F__SRR17643150__R1__42fb3431054458d6d156a285802e077c_val_1	CN_17_RG_2115_BL_ADL_F__SRR17643150__R1__42fb3431054458d6d156a285802e077c_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11991245.0	0.0	20-150	33.0	35.5221363786591	120.36394044154714	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2115_BL_ADL_F__SRR17643150__R2__2d34c3d0b3217ec39953a3a0a904cbbd_val_2	CN_17_RG_2115_BL_ADL_F__SRR17643150__R2__2d34c3d0b3217ec39953a3a0a904cbbd_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11991245.0	0.0	20-148	34.0	27.275202154497098	116.8033811334853	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2115_BL_ADL_F__SRR17643151__R1__517fb4f51c035b9bc0e0beb14c964ddc_val_1	CN_17_RG_2115_BL_ADL_F__SRR17643151__R1__517fb4f51c035b9bc0e0beb14c964ddc_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3101698.0	0.0	20-150	34.0	48.718642115003675	118.07058424127688	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2115_BL_ADL_F__SRR17643151__R2__8027df563474a733ae007c3bcb94876f_val_2	CN_17_RG_2115_BL_ADL_F__SRR17643151__R2__8027df563474a733ae007c3bcb94876f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3101698.0	0.0	20-148	34.0	42.092535581673275	116.68217086254046	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2116_BL_ADL_M__SRR17643149__R1__4e04f7ea01f8f2db298d513bf750e67e_val_1	CN_17_RG_2116_BL_ADL_M__SRR17643149__R1__4e04f7ea01f8f2db298d513bf750e67e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22325641.0	0.0	20-150	34.0	27.913888479450232	118.90478235316961	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2116_BL_ADL_M__SRR17643149__R2__d43d8a299cf009813228a2f565297a7c_val_2	CN_17_RG_2116_BL_ADL_M__SRR17643149__R2__d43d8a299cf009813228a2f565297a7c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22325641.0	0.0	20-148	34.0	23.631119235257465	117.42792074816575	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2121_BL_ADL_F__SRR17643148__R1__6da42680924b3e24f144eeb6436f1847_val_1	CN_17_RG_2121_BL_ADL_F__SRR17643148__R1__6da42680924b3e24f144eeb6436f1847_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28140434.0	0.0	20-150	33.0	25.47224337289558	120.3647872666072	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2121_BL_ADL_F__SRR17643148__R2__e155952dc0df472ca650158dce04fe20_val_2	CN_17_RG_2121_BL_ADL_F__SRR17643148__R2__e155952dc0df472ca650158dce04fe20_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28140434.0	0.0	20-148	34.0	21.4776207742914	118.93909909136441	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2122_BL_ADL_F__SRR17643145__R1__4a8db3d47317d17d9b0c2d80853cb47a_val_1	CN_17_RG_2122_BL_ADL_F__SRR17643145__R1__4a8db3d47317d17d9b0c2d80853cb47a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23170910.0	0.0	20-150	34.0	25.930603470902923	121.49877566310516	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2122_BL_ADL_F__SRR17643145__R2__345c6a374d16b108f224af7f57d8ae4b_val_2	CN_17_RG_2122_BL_ADL_F__SRR17643145__R2__345c6a374d16b108f224af7f57d8ae4b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23170910.0	0.0	20-148	34.0	22.460324460076574	119.64730906123238	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2122_BL_ADL_F__SRR17643146__R1__d086543f481b14e37a21c18d268043d1_val_1	CN_17_RG_2122_BL_ADL_F__SRR17643146__R1__d086543f481b14e37a21c18d268043d1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4092915.0	0.0	20-150	33.0	44.65591821254483	121.2888843281622	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2122_BL_ADL_F__SRR17643146__R2__56680118ac074cb28a78496d665186e0_val_2	CN_17_RG_2122_BL_ADL_F__SRR17643146__R2__56680118ac074cb28a78496d665186e0_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4092915.0	0.0	20-148	34.0	37.82330532829843	119.56112941509902	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
